base_time_per_move,scheduled_games,completed_games,truncated_games,dynamic_wins,draws,dynamic_losses,completed_score,dynamic_white_completed_games,dynamic_white_score,dynamic_black_completed_games,dynamic_black_score,dynamic_moves,fixed_moves,dynamic_nodes,fixed_nodes,dynamic_decision_time,fixed_decision_time,dynamic_completed_depth_weighted_sum,fixed_completed_depth_weighted_sum,dynamic_clock_used,fixed_clock_used,dynamic_depth_zero_fallbacks,fixed_depth_zero_fallbacks,dynamic_deadline_overruns,fixed_deadline_overruns,completed_score_rate,score_rate_if_truncations_count_as_half,dynamic_white_score_rate,dynamic_black_score_rate,dynamic_average_nodes_per_move,fixed_average_nodes_per_move,dynamic_average_decision_time_per_move,fixed_average_decision_time_per_move,dynamic_average_completed_depth,fixed_average_completed_depth
0.05,2,0,2,0,0,0,0.0,0,0.0,0,0.0,40,40,6864,7432,2.0003995999868494,2.000232300051721,62.0,74.0,2.0,2.0,0,0,40,40,0.0,0.5,0.0,0.0,171.6,185.8,0.05000998999967123,0.05000580750129302,1.55,1.85
