position_name,depth,minimax_best_move,minimax_score,minimax_nodes,minimax_time,minimax_effective_branching_factor,alphabeta_best_move,alphabeta_score,alphabeta_nodes,alphabeta_cutoffs,alphabeta_time,alphabeta_effective_branching_factor,ordered_best_move,ordered_score,ordered_nodes,ordered_cutoffs,ordered_time,ordered_effective_branching_factor,alphabeta_node_reduction_percent,ordered_node_reduction_percent,ordering_extra_node_reduction_percent
starting_position,1,g1f3,61,20,0.002305746078491211,20.0,g1f3,61,20,0,0.0020253658294677734,20.0,g1f3,61,20,0,0.0020971298217773438,20.0,0.0,0.0,0.0
starting_position,2,g1f3,0,420,0.042803287506103516,20.493901531919196,g1f3,0,86,18,0.00691533088684082,9.273618495495704,g1f3,0,86,18,0.009116411209106445,9.273618495495704,79.52380952380953,79.52380952380953,0.0
starting_position,3,g1f3,61,9322,0.9561383724212646,21.046006467975744,g1f3,61,858,54,0.08201241493225098,9.502307841894304,g1f3,61,857,54,0.0905461311340332,9.498614756469134,90.79596653078738,90.80669384252306,0.11655011655011815
starting_position,4,g1f3,0,206603,25.47021722793579,21.319850542979058,g1f3,0,4091,766,0.34322214126586914,7.997557475366434,g1f3,0,3915,764,0.40517544746398926,7.910117625158468,98.0198738643679,98.1050613979468,4.302126619408453
