challenger_depth,baseline_depth,scheduled_games,completed_games,truncated_games,challenger_wins,draws,challenger_losses,completed_score,challenger_total_nodes,baseline_total_nodes,challenger_total_moves,baseline_total_moves,challenger_total_search_time,baseline_total_search_time,total_game_wall_time,completed_score_rate,score_rate_if_truncations_count_as_half,challenger_weighted_average_nodes_per_move,baseline_weighted_average_nodes_per_move,challenger_weighted_average_time_per_move,baseline_weighted_average_time_per_move
2,2,4,0,4,0,0,0,0.0,15927,15927,80,80,2.142289900002652,2.1529414000397082,4.326155300019309,0.0,0.5,199.0875,199.0875,0.026778623750033148,0.026911767500496352
