base_time_per_move,scheduled_games,completed_games,truncated_games,v2_wins,draws,v2_losses,completed_score,v2_white_completed_games,v2_white_score,v2_black_completed_games,v2_black_score,v2_moves,fixed_moves,v2_nodes,fixed_nodes,v2_incomplete_iteration_nodes,fixed_incomplete_iteration_nodes,v2_decision_time,fixed_decision_time,v2_completed_depth_weighted_sum,fixed_completed_depth_weighted_sum,v2_clock_used,fixed_clock_used,v2_depth_zero_fallbacks,fixed_depth_zero_fallbacks,v2_deadline_timeouts,fixed_deadline_timeouts,v2_policy_boundary_stops,fixed_policy_boundary_stops,v2_stable_positions,v2_uncertain_positions,v2_unstable_positions,completed_score_rate,score_rate_if_truncations_count_as_half,v2_white_score_rate,v2_black_score_rate,v2_average_nodes_per_move,fixed_average_nodes_per_move,v2_incomplete_node_fraction,fixed_incomplete_node_fraction,v2_average_decision_time_per_move,fixed_average_decision_time_per_move,v2_average_completed_depth,fixed_average_completed_depth
0.1,24,23,1,7,9,7,11.5,11,5.0,12,6.5,1171,1171,204187,271620,90098,147853,91.69101919970126,118.90709789998073,2056.0,2128.0,91.69101919970126,118.90622069992241,6,5,484,1171,687,0,438,582,151,0.5,0.5,0.45454545454545453,0.5416666666666666,174.36976942783946,231.95559350982066,0.4412523813954855,0.5443376776378764,0.07830146814662789,0.10154320913747286,1.7557643040136635,1.8172502134927413
0.2,24,21,3,10,4,7,12.0,11,3.0,10,9.0,1021,1020,766005,887949,396291,507168,181.05508120005834,204.15103410002484,2358.0,2513.0,181.05508120005834,204.15063520004333,0,0,425,1020,596,0,235,322,464,0.5714285714285714,0.5625,0.2727272727272727,0.9,750.2497551420176,870.5382352941176,0.5173477979908747,0.571167938699182,0.17733112752209435,0.20014807264708318,2.3095004897159646,2.4637254901960786
