experiment_timestamp,game_id,opening_name,base_time_per_move,engine_ply_index,total_ply_from_start,side,strategy,v2_colour,fen_before_move,move_uci,move_san,score_white_perspective,initial_clock,clock_before,remaining_move_capacity,stable_time_target,uncertain_time_target,unstable_time_target,final_policy_target,committed_time_limit,hard_time_cap,decision_time_charged,deadline_overrun,clock_after,completed_depth,attempted_depth,timed_out,stop_reason,policy_stopped_at_iteration_boundary,nodes,cutoffs,incomplete_iteration_nodes,incomplete_node_fraction,iteration_nodes,iteration_times,iteration_best_moves,iteration_scores,iteration_root_gaps,stability_class,time_multiplier,best_move_changed,absolute_score_change,observed_root_score_gap,instability_signal_count,stability_reason,predicted_next_iteration_time,prediction_time_growth,prediction_node_growth,prediction_clamped_growth
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,103,109,white,fixed,black,8/1br2k2/3Rpp2/4r1p1/P2R3p/3K1P1P/6P1/8 w - - 8 55,d6b6,Rb6,-227,16.0,5.793189700023504,29,0.16000000000000003,0.2,0.4,0.2,0.2,0.2,0.20003710000310093,3.710000310092054e-05,5.593152600020403,3,4,True,deadline_timeout,False,903,105,3,0.0033222591362126247,19|155|726,0.005581600|0.032563500|0.161490900,d6e6|d6d8|d6b6,-235|-498|-227,45|1|0,unstable,1.0,True,271,0,3,best_move_changed+large_score_change+narrow_root_gap,0.8561536054141313,4.959261135420716,4.683870967741935,4.819599491000056
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,104,110,black,search_aware,black,8/1br2k2/1R2pp2/4r1p1/P2R3p/3K1P1P/6P1/8 b - - 9 55,b7a8,Ba8,-227,16.0,5.387786499952199,29,0.16000000000000003,0.2,0.4,0.4,0.4,0.4,0.40018419999978505,0.00018419999978502855,4.987602299952414,2,3,True,deadline_timeout,False,1829,186,1634,0.8933843630399125,33|162,0.008741200|0.038010300,b7f3|b7a8,-510|-227,68|16,unstable,2.0,True,283,16,3,best_move_changed+large_score_change+narrow_root_gap,0.19317887822226532,4.3484075406595695,4.909090909090909,4.620251933268818
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,105,111,white,fixed,black,b7/2r2k2/1R2pp2/4r1p1/P2R3p/3K1P1P/6P1/8 w - - 10 56,f3f4,f4,-500,16.0,5.593152600020403,28,0.16000000000000003,0.2,0.4,0.2,0.2,0.2,0.20017659998848103,0.00017659998848101877,5.392976000031922,2,3,True,deadline_timeout,False,893,147,618,0.6920492721164614,26|249,0.008762700|0.054208500,b6e6|f3f4,-227|-500,62|1,unstable,1.0,True,273,1,3,best_move_changed+large_score_change+narrow_root_gap,0.45897369761949874,6.186278200405479,9.576923076923077,7.697110526537175
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,106,112,black,search_aware,black,b7/2r2k2/1R2pp2/4r1p1/P2R1P1p/3K3P/6P1/8 b - - 0 56,g5f4,gxf4,-366,16.0,4.987602299952414,28,0.16000000000000003,0.2,0.4,0.2,0.2,0.4,0.2001858000003267,0.00018580000032669686,4.787416499952087,2,3,True,deadline_timeout,False,920,65,789,0.8576086956521739,35|96,0.008064000|0.017582600,g5f4|g5f4,-500|-366,19|16,uncertain,1.0,False,134,16,2,large_score_change+narrow_root_gap,0.04729809659925166,2.180381944826659,2.742857142857143,2.445501214786971
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,107,113,white,fixed,black,b7/2r2k2/1R2pp2/4r3/P2R1p1p/3K3P/6P1/8 w - - 0 57,d4f4,Rxf4,-378,16.0,5.392976000031922,27,0.16000000000000003,0.2,0.4,0.2,0.2,0.2,0.20007610000902787,7.610000902785741e-05,5.192899900022894,3,4,True,deadline_timeout,False,1044,185,526,0.5038314176245211,23|121|374,0.006277100|0.023853700|0.071054600,b6e6|d4f4|d4f4,-366|-510|-378,26|43|79,stable,1.0,False,132,79,1,large_score_change,0.23716261098606706,2.978766395597102,3.090909090909091,3.0343197148365215
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,108,114,black,search_aware,black,b7/2r2k2/1R2pp2/4r3/P4R1p/3K3P/6P1/8 b - - 0 57,e5d5,Rd5+,-378,16.0,4.787416499952087,27,0.16000000000000003,0.2,0.4,0.4,0.4,0.4,0.4001676000043517,0.00016760000435167566,4.3872488999477355,2,3,True,deadline_timeout,False,1851,81,1735,0.9373311723392761,35|81,0.008455300|0.014112500,a8g2|e5d5,-510|-378,30|5,unstable,2.0,True,132,5,3,best_move_changed+large_score_change+narrow_root_gap,0.030510027125184306,1.6690714681966692,2.3142857142857145,1.9653773823287564
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,109,115,white,fixed,black,b7/2r2k2/1R2pp2/3r4/P4R1p/3K3P/6P1/8 w - - 1 58,f4d4,Rd4,-355,16.0,5.192899900022894,26,0.16000000000000003,0.2,0.4,0.2,0.2,0.2,0.2002444999961881,0.0002444999961880856,4.992655400026706,3,4,True,deadline_timeout,False,929,148,558,0.6006458557588805,4|76|291,0.001066900|0.016468700|0.049031000,f4d4|d3e3|f4d4,-378|-444|-355,2|1|36,uncertain,1.0,True,89,36,2,best_move_changed+large_score_change,0.18209954086619828,2.977223461773527,3.8289473684210527,3.3763340976803766
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,110,116,black,search_aware,black,b7/2r2k2/1R2pp2/3r4/P2R3p/3K3P/6P1/8 b - - 2 58,d5d4,Rxd4+,-355,16.0,4.3872488999477355,26,0.16000000000000003,0.2,0.3872488999477346,0.2,0.2,0.3872488999477346,0.2000938999990467,9.389999904668711e-05,4.187154999948689,2,3,True,deadline_timeout,False,932,59,834,0.8948497854077253,32|66,0.007061300|0.010197800,d5d4|d5d4,-969|-355,554|6,uncertain,1.0,False,614,6,2,large_score_change+narrow_root_gap,0.019360076449169768,1.4441816667832081,2.0625,1.7258692556912782
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,111,117,white,fixed,black,b7/2r2k2/1R2pp2/8/P2r3p/3K3P/6P1/8 w - - 0 59,d3d4,Kxd4,-531,16.0,4.992655400026706,25,0.16000000000000003,0.2,0.4,0.2,0.2,0.2,0.20019800000591204,0.0001980000059120246,4.792457400020794,4,5,True,deadline_timeout,False,1082,78,5,0.0046210720887245845,3|30|74|970,0.000718800|0.005264300|0.012507100|0.180970700,d3d4|d3d4|d3d4|d3d4,-355|-473|-388|-531,590|509|210|95,stable,1.0,False,143,95,1,large_score_change,1.5925421600579286,14.46943735143308,13.108108108108109,8.0
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,112,118,black,search_aware,black,b7/2r2k2/1R2pp2/8/P2K3p/7P/6P1/8 b - - 0 59,a8g2,Bxg2,-531,16.0,4.187154999948689,25,0.16000000000000003,0.2,0.34715499994868804,0.34715499994868804,0.2,0.34715499994868804,0.18420409999089316,0.0,4.002950899957796,3,3,False,predicted_next_iteration_exceeds_target,True,991,60,0,0.0,25|55|911,0.004882700|0.009352100|0.169905000,a8g2|e6e5|a8g2,-473|-388|-531,67|50|6,unstable,2.0,True,143,6,3,best_move_changed+large_score_change+narrow_root_gap,1.4951639998937027,18.167577316831014,16.563636363636363,8.0
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,113,119,white,fixed,black,8/2r2k2/1R2pp2/8/P2K3p/7P/6b1/8 w - - 0 60,d4d3,Kd3,-470,16.0,4.792457400020794,24,0.16000000000000003,0.2,0.4,0.2,0.2,0.2,0.20021530000667553,0.00021530000667552285,4.5922421000141185,3,4,True,deadline_timeout,False,1197,179,654,0.5463659147869674,14|156|373,0.003588700|0.027200700|0.059109600,b6e6|b6b5|d4d3,-322|-531|-470,124|5|13,uncertain,1.0,True,61,13,2,best_move_changed+narrow_root_gap,0.14821146231921417,2.1730911334733327,2.391025641025641,2.279455334157748
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,114,120,black,search_aware,black,8/2r2k2/1R2pp2/8/P6p/3K3P/6b1/8 b - - 1 60,g2h3,Bxh3,-596,16.0,4.002950899957796,24,0.16000000000000003,0.2,0.322950899957795,0.322950899957795,0.322950899957795,0.322950899957795,0.2169112999981735,0.0,3.786039599959622,3,3,False,predicted_next_iteration_exceeds_target,True,1214,74,0,0.0,28|61|1125,0.004891200|0.009210700|0.202741000,g2h3|c7d7|g2h3,-567|-470|-596,21|0|4,unstable,2.0,True,126,4,3,best_move_changed+large_score_change+narrow_root_gap,1.7841208000085318,22.011464904937043,18.442622950819672,8.0
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,115,121,white,fixed,black,8/2r2k2/1R2pp2/8/P6p/3K3b/8/8 w - - 0 61,b6b5,Rb5,-545,16.0,4.5922421000141185,23,0.16000000000000003,0.2,0.4,0.2,0.2,0.2,0.2000323000102071,3.230001020709805e-05,4.392209800003911,3,4,True,deadline_timeout,False,1186,166,640,0.5396290050590219,17|106|423,0.003538400|0.016899400|0.070590200,b6e6|b6d6|b6b5,-418|-596|-545,126|0|0,uncertain,1.0,True,51,0,2,best_move_changed+narrow_root_gap,0.3170231026556745,4.177083210870098,3.990566037735849,4.0827596547059715
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,116,122,black,search_aware,black,8/2r2k2/4pp2/1R6/P6p/3K3b/8/8 b - - 1 61,h3f1,Bf1+,-1093,16.0,3.786039599959622,23,0.16000000000000003,0.2,0.2660395999596217,0.2660395999596217,0.2,0.2660395999596217,0.10152389999711886,0.0,3.6845156999625033,3,3,False,predicted_next_iteration_exceeds_target,True,558,51,0,0.0,23|106|429,0.004232300|0.018960500|0.078265600,h3f5|h3g2|h3f1,-603|-545|-1093,9|6|4,unstable,2.0,True,548,4,3,best_move_changed+large_score_change+narrow_root_gap,0.3518842949118623,4.127823631914149,4.047169811320755,4.08729778576743
20260805_010412,sa200ms_caro_kann_defence_v2_black,caro_kann_defence,0.2,117,123,white,fixed,black,8/2r2k2/4pp2/1R6/P6p/3K4/8/5b2 w - - 2 62,d3e4,Ke4,-965,16.0,4.392209800003911,22,0.16000000000000003,0.2,0.4,0.2,0.2,0.2,0.20013309999194462,0.00013309999194460742,4.192076700011967,4,5,True,deadline_timeout,False,1143,219,374,0.32720909886264216,4|39|107|619,0.000996700|0.007752100|0.018810200|0.112925900,d3e4|d3e4|d3e4|d3e4,-535|-1093|-733|-965,4|4|4|140,stable,1.0,False,232,140,1,large_score_change,0.732048331333897,6.0034396246191655,5.785046728971962,5.8932316060870855
