base_time_per_move,scheduled_games,completed_games,truncated_games,v2_wins,draws,v2_losses,completed_score,v2_white_completed_games,v2_white_score,v2_black_completed_games,v2_black_score,v2_moves,fixed_moves,v2_nodes,fixed_nodes,v2_incomplete_iteration_nodes,fixed_incomplete_iteration_nodes,v2_decision_time,fixed_decision_time,v2_completed_depth_weighted_sum,fixed_completed_depth_weighted_sum,v2_clock_used,fixed_clock_used,v2_depth_zero_fallbacks,fixed_depth_zero_fallbacks,v2_deadline_timeouts,fixed_deadline_timeouts,v2_policy_boundary_stops,fixed_policy_boundary_stops,v2_stable_positions,v2_uncertain_positions,v2_unstable_positions,completed_score_rate,score_rate_if_truncations_count_as_half,v2_white_score_rate,v2_black_score_rate,v2_average_nodes_per_move,fixed_average_nodes_per_move,v2_incomplete_node_fraction,fixed_incomplete_node_fraction,v2_average_decision_time_per_move,fixed_average_decision_time_per_move,v2_average_completed_depth,fixed_average_completed_depth
0.1,2,0,2,0,0,0,0.0,0,0.0,0,0.0,40,40,10650,16687,3559,8891,2.6047572000388755,4.000202599941986,72.0,79.0,2.6047572000388755,4.0,0,0,9,40,31,0,7,19,14,0.0,0.5,0.0,0.0,266.25,417.175,0.33417840375586855,0.5328099718343621,0.06511893000097188,0.10000506499854964,1.8,1.975
